No,Shipment Invoice No.,SCT Ref.No,Site,EQ No,Case No.,Pkg,Storage,Description,L(CM),W(CM),H(CM),CBM,N.W(kgs),G.W(kgs),Stack,HS Code,Currency,Price,Vessel,COE,POL,POD,ETD/ATD,ETA/ATA,DSV Indoor,DSV Al Markaz,DSV Outdoor,Hauler Indoor,DSV MZP,MOSB,Shifting,MIR,SHU,DAS,AGI,Source_Sheet,Vendor,DHL WH,JDN MZD,AAA Storage,Status_WAREHOUSE,Status_SITE,Status_Current,Status_Location,Status_Location_Date,Status_Storage,wh_handling_legacy,site handling,total handling,minus,final handling,SQM,Stack_Status,Source_File,HAULER,Status_Location_YearMonth,site_handling_original,total_handling_original,wh_handling_original,FLOW_CODE,FLOW_DESCRIPTION,Final_Location,입고일자
4781,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366735,1,Outdoor,REACTOR HALL INSULATOR 306A,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4782,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366736,1,Outdoor,REACTOR HALL INSULATOR 306A,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4783,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366737,1,Outdoor,REACTOR HALL INSULATOR 306A,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4784,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366738,1,Outdoor,REACTOR HALL INSULATOR 306A,293.0,40.5,51.5,0.61112475,105.0,185.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4785,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366739,1,Outdoor,REACTOR HALL INSULATOR 306A,293.0,40.5,51.5,0.61112475,105.0,185.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4786,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366740,1,Outdoor,REACTOR HALL INSULATOR 306A,293.0,40.5,51.5,0.61112475,105.0,185.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4787,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366741,1,Outdoor,REACTOR HALL INSULATOR 306A,293.0,40.5,51.5,0.61112475,105.0,185.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4788,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366742,1,Outdoor,REACTOR HALL INSULATOR 306A--Corona ring,374.0,119.5,97.5,4.3575675,140.0,382.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4789,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366743,1,Outdoor,REACTOR HALL INSULATOR 306A--Corona ring,374.0,119.5,97.5,4.3575675,140.0,382.0,Stackable 2 tier,8546 2000,EUR,2952.0,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4790,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366744,1,Outdoor,REACTOR HALL INSULATOR 306B,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,3763.8,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4791,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366745,1,Outdoor,REACTOR HALL INSULATOR 306B,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,3763.8,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4792,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366746,1,Outdoor,REACTOR HALL INSULATOR 306B,294.0,102.0,83.5,2.503998,525.0,725.0,Stackable 2 tier,8546 2000,EUR,3763.8,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4793,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366747,1,Outdoor,REACTOR HALL INSULATOR 306B--Corona ring,374.0,119.5,97.5,4.3575675,119.0,361.0,Stackable 2 tier,8546 2000,EUR,3763.8,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4794,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366748,1,Outdoor,VALVE HALL DC-SIDE INSULATOR 308A,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4457.7,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4795,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366749,1,Outdoor,VALVE HALL DC-SIDE INSULATOR 308A,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4457.7,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4796,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366750,1,Outdoor,VALVE HALL DC-SIDE INSULATOR 308A,323.0,40.5,51.5,0.67369725,113.0,180.0,Stackable 2 tier,8546 2000,EUR,4457.7,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4797,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366751,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4798,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366752,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4799,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366753,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4800,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366754,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4801,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366755,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4802,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366756,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4803,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366757,1,Outdoor,DC HALL INSULATOR 308B,324.0,102.0,83.5,2.759508,678.0,944.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4804,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366758,1,Outdoor,DC HALL INSULATOR 308B--Corona ring,374.0,119.5,97.5,4.3575675,126.0,228.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4805,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366759,1,Outdoor,DC HALL INSULATOR 308B--Corona ring,284.0,101.5,80.5,2.320493,84.0,186.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4806,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366760,1,Outdoor,DC HALL INSULATOR 308B--Corona ring,284.0,101.5,80.5,2.320493,84.0,186.0,Stackable 2 tier,8546 2000,EUR,4320.54,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4807,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366761,1,Outdoor,307 VALVE HALL AC SIDE 307,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,2302.56,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4808,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366762,1,Outdoor,307 VALVE HALL AC SIDE 307,294.0,102.0,83.5,2.503998,630.0,830.0,Stackable 2 tier,8546 2000,EUR,2302.56,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4809,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366763,1,Outdoor,307 VALVE HALL AC SIDE 307,293.0,40.5,51.5,0.61112475,105.0,185.0,Stackable 2 tier,8546 2000,EUR,2302.56,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4810,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366764,1,Outdoor,307 VALVE HALL AC SIDE 307--Corona ring,284.0,101.5,80.5,2.320493,84.0,183.0,Stackable 2 tier,8546 2000,EUR,2302.56,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4811,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366765,1,Outdoor,307 VALVE HALL AC SIDE 307--Corona ring,79.0,79.0,52.0,0.324532,7.0,60.0,Stackable 2 tier,8546 2000,EUR,2302.56,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4812,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366766,1,Outdoor,308C DC HALL,324.0,102.0,83.5,2.759508,550.0,816.0,Stackable 2 tier,8546 2000,EUR,2571.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4813,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366767,1,Outdoor,308C DC HALL--Corona ring,274.0,101.5,80.5,2.2387855,35.0,195.0,Stackable 2 tier,8546 2000,EUR,2571.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4814,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366768,1,Outdoor,AC hall (outdoors) Insulators 302,91.5,91.5,165.2,1.3830957,360.0,446.0,Stackable 2 tier,8546 2000,EUR,3373.65,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4815,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366769,1,Outdoor,AC hall (outdoors) Insulators 302,91.5,91.5,165.2,1.3830957,320.0,406.0,Stackable 2 tier,8546 2000,EUR,3373.65,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4816,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366770,1,Outdoor,TERTIARY AREA INSULATOR 303A,84.0,84.0,74.8,0.5277888,198.0,266.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4817,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366771,1,Outdoor,TERTIARY AREA INSULATOR 303A,84.0,84.0,74.8,0.5277888,198.0,266.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4818,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366772,1,Outdoor,TERTIARY AREA INSULATOR 303A,84.0,84.0,74.8,0.5277888,198.0,266.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4819,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366773,1,Outdoor,TERTIARY AREA INSULATOR 303A,69.0,37.5,49.0,0.1267875,22.0,44.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4820,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366774,1,Outdoor,TERTIARY AREA INSULATOR 303A,69.0,37.5,49.0,0.1267875,22.0,44.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4821,PRL-ZAK-030-O,HVDC-ADOPT-HE-0470,AGI,EQ-353,366775,1,Outdoor,TERTIARY AREA INSULATOR 303A,69.0,37.5,49.0,0.1267875,22.0,44.0,Stackable 2 tier,8546 2000,EUR,1167.75,MSC Marie Leslie,CHINA,Shanghai,Khalifa port,2025-08-11,2025-09-08,,,,,,,,,,,,"Case List, RIL",HITACHI,,,,,,Pre Arrival,Pre Arrival,,Pre Arrival,0,0,0,0,0,,,HITACHI(HE),,,0,0,0,0,Pre Arrival,Pre Arrival,
4822,PRL-CS-047-A,HVDC-ADOPT-HE-0493,AGI,EQ-101,366776,1,Indoor,Control equipment,120.0,80.0,75.0,0.72,55.0,75.0,Not stackable,4016 9300,EUR,1343.98,EY178,Denmark,Copenhagen,Abu Dhabi Airport,2025-08-24,2025-08-24,2025-08-26,,,,,,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,DSV Indoor,2025-08-26,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,DSV Indoor,
4823,PRL-D-011-T_DAS,HVDC-ADOPT-HE-0499,DAS,,52589014,1,Indoor,3150KVA CRT Transformers,365.0,354.5,359.0,46.4519075,3800.0,3800.0,Not stackable,85043400,AED,1453100.0,Trailer,UAE,Jebel Ali,MOSB,2025-09-14,2025-09-15,,,,,,2025-09-15,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,MOSB,2025-09-15,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,MOSB,
4824,PRL-D-011-T_DAS,HVDC-ADOPT-HE-0499,DAS,,52589015,1,Indoor,RTCC Panels,80.0,80.0,220.0,1.408,50.0,50.0,Not stackable,85043100,AED,,Trailer,UAE,Jebel Ali,MOSB,2025-09-14,2025-09-15,,,,,,2025-09-15,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,MOSB,2025-09-15,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,MOSB,
4825,PRL-D-011-T_DAS,HVDC-ADOPT-HE-0499,DAS,,52589016,1,Indoor,3150KVA CRT Transformers,365.0,354.5,359.0,46.4519075,3800.0,3800.0,Not stackable,85043400,AED,,Trailer,UAE,Jebel Ali,MOSB,2025-09-14,2025-09-15,,,,,,2025-09-15,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,MOSB,2025-09-15,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,MOSB,
4826,PRL-D-011-T_DAS,HVDC-ADOPT-HE-0499,DAS,,52589017,1,Indoor,RTCC Panels,80.0,80.0,220.0,1.408,50.0,50.0,Not stackable,85043100,AED,,Trailer,UAE,Jebel Ali,MOSB,2025-09-14,2025-09-15,,,,,,2025-09-15,,,,,,"Case List, RIL",HITACHI,,,,1.0,,warehouse,MOSB,2025-09-15,warehouse,1,0,1,-1,0,,,HITACHI(HE),,,0,1,1,2,Port → WH → Site,MOSB,
4827,PRL-MIR-055-A,HVDC-ADOPT-HE-0502,MIR,EQ-014,66393319,1,Outdoor,Esta condensators,75.0,80.0,110.0,0.66,360.0,420.0,Stackable 1 tier,85462000,EUR,7800.0,EY7107T,GERMANY,Frankfurt,Abu Dhabi Airport,2025-09-23,2025-09-23,,,,,,,,2025-09-25,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-09-25,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
4828,PRL-MIR-055-A,HVDC-ADOPT-HE-0502,MIR,EQ-014,66393320,1,Outdoor,Esta condensators,75.0,80.0,110.0,0.66,360.0,420.0,Stackable 1 tier,85462000,EUR,7800.0,EY7107T,GERMANY,Frankfurt,Abu Dhabi Airport,2025-09-23,2025-09-23,,,,,,,,2025-09-25,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-09-25,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
4829,PRL-MIR-055-A,HVDC-ADOPT-HE-0502,MIR,EQ-014,66393321,1,Outdoor,Esta condensators,75.0,80.0,110.0,0.66,360.0,420.0,Stackable 1 tier,85462000,EUR,7800.0,EY7107T,GERMANY,Frankfurt,Abu Dhabi Airport,2025-09-23,2025-09-23,,,,,,,,2025-09-25,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-09-25,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
4830,PRL-MIR-055-A,HVDC-ADOPT-HE-0502,MIR,EQ-014,66393322,1,Outdoor,Esta condensators,75.0,80.0,110.0,0.66,360.0,420.0,Stackable 1 tier,85462000,EUR,7800.0,EY7107T,GERMANY,Frankfurt,Abu Dhabi Airport,2025-09-23,2025-09-23,,,,,,,,2025-09-25,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-09-25,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
4831,PRL-MIR-055-A,HVDC-ADOPT-HE-0502,MIR,EQ-014,66393323,1,Outdoor,Esta condensators,75.0,80.0,110.0,0.66,360.0,420.0,Stackable 1 tier,85462000,EUR,7800.0,EY7107T,GERMANY,Frankfurt,Abu Dhabi Airport,2025-09-23,2025-09-23,,,,,,,,2025-09-25,,,,"Case List, RIL",HITACHI,,,,,1.0,site,MIR,2025-09-25,site,0,1,1,1,2,,,HITACHI(HE),,,1,1,0,1,Port → Site,MIR,
